year,rank,candidateRank,selectionRank,importanceScore,importanceReasons,paperId,title,authors,venue,publicationDate,citationCount,influentialCitationCount,category,abstract,doi,arxiv,pubmed,url,semanticScholarUrl,openAccessPdf,fieldsOfStudy,candidate
2021,1,1,,243.551,citations=848; influential=47; recognized venue; clinical/rehab relevance; invasive/high-bandwidth BCI; BCI term matches=3; open PDF metadata,bebaab40b42e63cd7cef7b334e5f6bacdcccfc79,High-performance brain-to-text communication via handwriting,"Francis R. Willett, Donald T. Avansino, L. Hochberg, J. Henderson, K. Shenoy",Nature,2021-05-01,848,47,Motor Imagery and Movement Decoding,"Brain–computer interfaces (BCIs) can restore communication to people who have lost the ability to move or speak. So far, a major focus of BCI research has been on restoring gross motor skills, such as reaching and grasping1–5 or point-and-click typing with a computer cursor6,7. However, rapid sequences of highly dexterous behaviours, such as handwriting or touch typing, might enable faster rates of communication. Here we developed an intracortical BCI that decodes attempted handwriting movements from neural activity in the motor cortex and translates it to text in real time, using a recurrent neural network decoding approach. With this BCI, our study participant, whose hand was paralysed from spinal cord injury, achieved typing speeds of 90 characters per minute with 94.1% raw accuracy online, and greater than 99% accuracy offline with a general-purpose autocorrect. To our knowledge, these typing speeds exceed those reported for any other BCI, and are comparable to typical smartphone typing speeds of individuals in the age group of our participant (115 characters per minute)8. Finally, theoretical considerations explain why temporally complex movements, such as handwriting, may be fundamentally easier to decode than point-to-point movements. Our results open a new approach for BCIs and demonstrate the feasibility of accurately decoding rapid, dexterous movements years after paralysis. A brain–computer interface enables rapid communication through neural decoding of attempted handwriting movements in a person with paralysis.",10.1038/s41586-021-03506-2,,33981047,https://doi.org/10.1038/s41586-021-03506-2,https://www.semanticscholar.org/paper/bebaab40b42e63cd7cef7b334e5f6bacdcccfc79,https://europepmc.org/articles/pmc8163299?pdf=render,Computer Science; Medicine,True
2021,2,2,,210.4,citations=503; influential=13; recognized venue; clinical/rehab relevance; invasive/high-bandwidth BCI; BCI term matches=2; title BCI matches=1; open PDF metadata,206a34781fa3b976ec1bbf0b9b231bf6a94424f1,A brain-computer interface that evokes tactile sensations improves robotic arm control,"Sharlene N. Flesher, J. Downey, Jeffrey M. Weiss, Christopher L. Hughes, Angelica J. Herrera, E. Tyler-Kabara, et al.",Science,2021-05-21,503,13,Motor Imagery and Movement Decoding,"A boost for brain–computer interfaces The finely controlled movement of our limbs requires two-way neuronal communication between the brain and the body periphery. This includes afferent information from muscles, joints, and skin, as well as visual feedback to plan, initiate, and execute motor output. In tetraplegia, this neural communication is interrupted in both directions at the level of the spinal cord. Brain–computer interfaces have been developed to produce voluntary motor output controlled by directly recording from brain activity. Flesher et al. added an afferent channel to the brain–computer interface to mimic sensory input from the skin of a hand (see the Perspective by Faisal). The improvements achieved by adding the afferent input were substantial in a battery of motor tasks tested in a human subject. Science, abd0380, this issue p. 831; see also abi7262, p. 791 Creating artificial tactile feedback greatly improves the ability of a person with tetraplegia to manipulate objects with a robotic limb. Prosthetic arms controlled by a brain-computer interface can enable people with tetraplegia to perform functional movements. However, vision provides limited feedback because information about grasping objects is best relayed through tactile feedback. We supplemented vision with tactile percepts evoked using a bidirectional brain-computer interface that records neural activity from the motor cortex and generates tactile sensations through intracortical microstimulation of the somatosensory cortex. This enabled a person with tetraplegia to substantially improve performance with a robotic limb; trial times on a clinical upper-limb assessment were reduced by half, from a median time of 20.9 to 10.2 seconds. Faster times were primarily due to less time spent attempting to grasp objects, revealing that mimicking known biological control principles results in task performance that is closer to able-bodied human abilities.",10.1126/science.abd0380,,34016775,https://doi.org/10.1126/science.abd0380,https://www.semanticscholar.org/paper/206a34781fa3b976ec1bbf0b9b231bf6a94424f1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8715714,Computer Science; Engineering; Medicine,True
2021,3,3,,210.037,citations=551; influential=21; review/survey; modern ML method; BCI term matches=1; title BCI matches=1; open PDF metadata,45de8c71d3cf1c774e64759d741bbd29d307753c,Deep learning techniques for classification of electroencephalogram (EEG) motor imagery (MI) signals: a review,"Hamdi Altaheri, G. Muhammad, M. Alsulaiman, S. Amin, G. Altuwaijri, Wadood Abdul, et al.",Neural computing & applications (Print),2021-08-25,551,21,Motor Imagery and Movement Decoding,,10.1007/s00521-021-06352-5,,,https://doi.org/10.1007/s00521-021-06352-5,https://www.semanticscholar.org/paper/45de8c71d3cf1c774e64759d741bbd29d307753c,,Computer Science; Medicine,True
2021,4,4,,202.302,citations=408; influential=18; review/survey; modern ML method; BCI term matches=2; title BCI matches=1; open PDF metadata,eeaa4803bd3682a2d866b810c889121e3da9d0f8,Deep learning for motor imagery EEG-based classification: A review,"A. Al-Saegh, Shefa A. Dawwd, J. Abdul-Jabbar",Biomedical Signal Processing and Control,,408,18,Motor Imagery and Movement Decoding,"Abstract Objectives The availability of large and varied Electroencephalogram (EEG) datasets, rapidly advances and inventions in deep learning techniques, and highly powerful and diversified computing systems have all permitted to easily analyzing those datasets and discovering vital information within. However, the classification process of EEG signals and discovering vital information should be robust, automatic, and with high accuracy. Motor Imagery (MI) EEG has attracted us due to its significant applications in daily life. Methods This paper attempts to achieve those goals throughout a systematic review of the state-of-the-art studies within this field of research. The process began by intensely surfing the well-known specialized digital libraries and, as a result, 40 related papers were gathered. The papers were scrutinized upon multiple noteworthy technical issues, among them deep neural network architecture, input formulation, number of MI EEG tasks, and frequency range of interest. Outcomes Deep neural networks build robust and automated systems for the classification of MI EEG recordings by exploiting the whole input data throughout learning salient features. Specifically, convolutional neural networks (CNN) and hybrid-CNN (h-CNN) are the dominant architectures with high performance in comparison to public datasets with other types of architectures. The MI related datasets, input formulation, frequency ranges, and preprocessing and regularization methods were also reviewed. Inferences This review gives the required preliminaries in developing MI EEG-based BCI systems. The review process of the published articles in the last five years aims to help in choosing the appropriate deep neural network architecture and other hyperparameters for developing those systems.",10.1016/j.bspc.2020.102172,,,https://doi.org/10.1016/j.bspc.2020.102172,https://www.semanticscholar.org/paper/eeaa4803bd3682a2d866b810c889121e3da9d0f8,,Computer Science; Medicine,True
2021,5,5,,201.641,citations=229; influential=35; dataset/benchmark; clinical/rehab relevance; BCI term matches=3; title BCI matches=1; open PDF metadata,d05d905349d132f096997c54a386c523cfc6e576,FBCNet: A Multi-view Convolutional Neural Network for Brain-Computer Interface,"R. Mane, E. Chew, K. Chua, K. Ang, Neethu Robinson, A. P. Vinod, et al.",arXiv.org,2021-03-17,229,35,Motor Imagery and Movement Decoding,"Lack of adequate training samples and noisy high-dimensional features are key challenges faced by Motor Imagery (MI) decoding algorithms for electroencephalogram (EEG) based Brain-Computer Interface (BCI). To address these challenges, inspired from neuro-physiological signatures of MI, this paper proposes a novel Filter-Bank Convolutional Network (FBCNet) for MI classification. FBCNet employs a multi-view data representation followed by spatial filtering to extract spectro-spatially discriminative features. This multistage approach enables efficient training of the network even when limited training data is available. More significantly, in FBCNet, we propose a novel Variance layer that effectively aggregates the EEG time-domain information. With this design, we compare FBCNet with state-of-the-art (SOTA) BCI algorithm on four MI datasets: The BCI competition IV dataset 2a (BCIC-IV-2a), the OpenBMI dataset, and two large datasets from chronic stroke patients. The results show that, by achieving 76.20% 4-class classification accuracy, FBCNet sets a new SOTA for BCIC-IV-2a dataset. On the other three datasets, FBCNet yields up to 8% higher binary classification accuracies. Additionally, using explainable AI techniques we present one of the first reports about the differences in discriminative EEG features between healthy subjects and stroke patients. Also, the FBCNet source code is available at https://github.com/ravikiran-mane/FBCNet.",,2104.01233,,https://arxiv.org/abs/2104.01233,https://www.semanticscholar.org/paper/d05d905349d132f096997c54a386c523cfc6e576,,Computer Science; Engineering; Medicine,True
2021,6,6,,194.138,citations=177; influential=21; recognized venue; dataset/benchmark; BCI term matches=3; title BCI matches=2; open PDF metadata,3f42404592c956f9c69bf555c79d8fa4d9ca5571,Improving the Performance of Individually Calibrated SSVEP-BCI by Task- Discriminant Component Analysis,"Bingchuan Liu, Xiaogang Chen, Nanlin Shi, Yijun Wang, Shangkai Gao, Xiaorong Gao",IEEE transactions on neural systems and rehabilitation engineering,2021-09-20,177,21,"SSVEP, P300, and ERP Spellers","A brain-computer interface (BCI) provides a direct communication channel between a brain and an external device. Steady-state visual evoked potential based BCI (SSVEP-BCI) has received increasing attention due to its high information transfer rate, which is accomplished by individual calibration for frequency recognition. Task-related component analysis (TRCA) is a recent and state-of-the-art method for individually calibrated SSVEP-BCIs. However, in TRCA, the spatial filter learned from each stimulus may be redundant and temporal information is not fully utilized. To address this issue, this paper proposes a novel method, i.e., task-discriminant component analysis (TDCA), to further improve the performance of individually calibrated SSVEP-BCI. The performance of TDCA was evaluated by two publicly available benchmark datasets, and the results demonstrated that TDCA outperformed ensemble TRCA and other competing methods by a significant margin. An offline and online experiment testing 12 subjects further validated the effectiveness of TDCA. The present study provides a new perspective for designing decoding methods in individually calibrated SSVEP-BCI and presents insight for its implementation in high-speed brain speller applications.",10.1109/TNSRE.2021.3114340,,34543200,https://doi.org/10.1109/TNSRE.2021.3114340,https://www.semanticscholar.org/paper/3f42404592c956f9c69bf555c79d8fa4d9ca5571,https://ieeexplore.ieee.org/ielx7/7333/4359219/09541393.pdf,Computer Science; Engineering; Medicine,True
2021,7,7,,189.019,citations=166; influential=19; recognized venue; invasive/high-bandwidth BCI; BCI term matches=3; title BCI matches=1; open PDF metadata,05987e51a79811d24315b297fa50b1e784a5044f,MIN2Net: End-to-End Multi-Task Learning for Subject-Independent Motor Imagery EEG Classification,"Phairot Autthasan, Rattanaphon Chaisaen, Thapanun Sudhawiyangkul, Phurin Rangpong, Suktipol Kiatthaveephong, Nat Dilokthanakul, et al.",IEEE Transactions on Biomedical Engineering,2021-02-07,166,19,Motor Imagery and Movement Decoding,"Objective: Advances in the motor imagery (MI)-based brain-computer interfaces (BCIs) allow control of several applications by decoding neurophysiological phenomena, which are usually recorded by electroencephalography (EEG) using a non-invasive technique. Despite significant advances in MI-based BCI, EEG rhythms are specific to a subject and various changes over time. These issues point to significant challenges to enhance the classification performance, especially in a subject-independent manner. Methods: To overcome these challenges, we propose MIN2Net, a novel end-to-end multi-task learning to tackle this task. We integrate deep metric learning into a multi-task autoencoder to learn a compact and discriminative latent representation from EEG and perform classification simultaneously. Results: This approach reduces the complexity in pre-processing, results in significant performance improvement on EEG classification. Experimental results in a subject-independent manner show that MIN2Net outperforms the state-of-the-art techniques, achieving an F1-score improvement of 6.72% and 2.23% on the SMR-BCI and OpenBMI datasets, respectively. Conclusion: We demonstrate that MIN2Net improves discriminative information in the latent representation. Significance: This study indicates the possibility and practicality of using this model to develop MI-based BCI applications for new users without calibration.",10.1109/TBME.2021.3137184,2102.03814,34932469,https://doi.org/10.1109/TBME.2021.3137184,https://www.semanticscholar.org/paper/05987e51a79811d24315b297fa50b1e784a5044f,https://arxiv.org/pdf/2102.03814,Computer Science; Engineering; Medicine,True
2021,8,8,,187.855,citations=212; influential=15; dataset/benchmark; clinical/rehab relevance; modern ML method; BCI term matches=2; title BCI matches=1; open PDF metadata,617fe7f35fbe62e1a4e0423f86d5abcbe3d27fb1,Electroencephalography-based motor imagery classification using temporal convolutional network fusion,"Yazeed K. Musallam, Nasser I. AlFassam, Muhammad Ghulam, S. Amin, M. Alsulaiman, Wadood Abdul, et al.",Biomedical Signal Processing and Control,2021-08-01,212,15,Motor Imagery and Movement Decoding,"Abstract Motor imagery electroencephalography (MI-EEG) signals are generated when a person imagines a task without actually performing it. In recent studies, MI-EEG has been used in the rehabilitation process of paralyzed patients, therefore, decoding MI-EEG signals accurately is an important task, and it is difficult task due to the low signal-to-noise ratio and the variation of brain waves between subjects. Deep learning techniques such as the convolution neural network (CNN) have shown an impact in extracting meaningful features to improve the accuracy of classification. In this paper, we propose TCNet-Fusion, a fixed hyperparameter-based CNN model that utilizes multiple techniques, such as temporal convolutional networks (TCNs), separable convolution, depth-wise convolution, and the fusion of layers. This model outperforms other fixed hyperparameter-based CNN models while remaining similar to those that utilize variable hyperparameter networks, which are networks that change their hyperparameters based on each subject, resulting in higher accuracy than fixed networks. It also uses less memory than variable networks. The EEG signal undergoes two successive 1D convolutions, first along with the time domain, then channel-wise. Then, we obtain an image-like representation, which is fed to the main TCN. During experimentation, the model achieved a classification accuracy of 83.73 % on the four-class MI of the BCI Competition IV-2a dataset, and an accuracy of 94.41 % on the High Gamma Dataset.",10.1016/J.BSPC.2021.102826,,,https://doi.org/10.1016/J.BSPC.2021.102826,https://www.semanticscholar.org/paper/617fe7f35fbe62e1a4e0423f86d5abcbe3d27fb1,,Computer Science; Medicine,True
2021,9,9,,186.779,citations=244; influential=5; recognized venue; review/survey; invasive/high-bandwidth BCI; modern ML method; BCI term matches=3; title BCI matches=1; open PDF metadata,962809215cf167f1dba7d0a1e8f09cbc929ea8e1,Neural Decoding of EEG Signals with Machine Learning: A Systematic Review,"Maham Saeidi, W. Karwowski, F. Farahani, K. Fiok, R. Taiar, P. Hancock, et al.",Brain Science,2021-11-01,244,5,Motor Imagery and Movement Decoding,"Electroencephalography (EEG) is a non-invasive technique used to record the brain’s evoked and induced electrical activity from the scalp. Artificial intelligence, particularly machine learning (ML) and deep learning (DL) algorithms, are increasingly being applied to EEG data for pattern analysis, group membership classification, and brain-computer interface purposes. This study aimed to systematically review recent advances in ML and DL supervised models for decoding and classifying EEG signals. Moreover, this article provides a comprehensive review of the state-of-the-art techniques used for EEG signal preprocessing and feature extraction. To this end, several academic databases were searched to explore relevant studies from the year 2000 to the present. Our results showed that the application of ML and DL in both mental workload and motor imagery tasks has received substantial attention in recent years. A total of 75% of DL studies applied convolutional neural networks with various learning algorithms, and 36% of ML studies achieved competitive accuracy by using a support vector machine algorithm. Wavelet transform was found to be the most common feature extraction method used for all types of tasks. We further examined the specific feature extraction methods and end classifier recommendations discovered in this systematic review.",10.3390/brainsci11111525,,34827524,https://doi.org/10.3390/brainsci11111525,https://www.semanticscholar.org/paper/962809215cf167f1dba7d0a1e8f09cbc929ea8e1,https://www.mdpi.com/2076-3425/11/11/1525/pdf?version=1637223073,Computer Science; Medicine,True
2021,10,10,,186.734,citations=194; influential=11; recognized venue; dataset/benchmark; invasive/high-bandwidth BCI; BCI term matches=2; title BCI matches=1; open PDF metadata,0aaeded783970668e29df434660e419baedc5aa4,EEG-inception: an accurate and robust end-to-end neural network for EEG-based motor imagery classification,"Ce Zhang, Young-Keun Kim, A. Eskandarian",Journal of Neural Engineering,2021-01-24,194,11,Motor Imagery and Movement Decoding,"Objective. Classification of electroencephalography (EEG)-based motor imagery (MI) is a crucial non-invasive application in brain–computer interface (BCI) research. This paper proposes a novel convolutional neural network (CNN) architecture for accurate and robust EEG-based MI classification that outperforms the state-of-the-art methods. Approach. The proposed CNN model, namely EEG-inception, is built on the backbone of the inception-time network, which has showed to be highly efficient and accurate for time-series classification. Also, the proposed network is an end-to-end classification, as it takes the raw EEG signals as the input and does not require complex EEG signal-preprocessing. Furthermore, this paper proposes a novel data augmentation method for EEG signals to enhance the accuracy, at least by 3%, and reduce overfitting with limited BCI datasets. Main results. The proposed model outperforms all state-of-the-art methods by achieving the average accuracy of 88.4% and 88.6% on the 2008 BCI Competition IV 2a (four-classes) and 2b datasets (binary-classes), respectively. Furthermore, it takes less than 0.025 s to test a sample suitable for real-time processing. Moreover, the classification standard deviation for nine different subjects achieves the lowest value of 5.5 for the 2b dataset and 7.1 for the 2a dataset, which validates that the proposed method is highly robust. Significance. From the experiment results, it can be inferred that the EEG-inception network exhibits a strong potential as a subject-independent classifier for EEG-based MI tasks.",10.1088/1741-2552/abed81,2101.10932,33691299,https://doi.org/10.1088/1741-2552/abed81,https://www.semanticscholar.org/paper/0aaeded783970668e29df434660e419baedc5aa4,http://arxiv.org/pdf/2101.10932,Computer Science; Engineering; Medicine; Physics,True
