year,rank,candidateRank,selectionRank,importanceScore,importanceReasons,paperId,title,authors,venue,publicationDate,citationCount,influentialCitationCount,category,abstract,doi,arxiv,pubmed,url,semanticScholarUrl,openAccessPdf,fieldsOfStudy,candidate,githubUrl
2011,1,,1,264.735,citations=2866; influential=112; BCI term matches=1; title BCI matches=1; open PDF metadata,1ee9f3caf3644668b5e18af20a021770545770c1,Brain-Computer Interfaces for Communication and Control,"D. McFarland, J. Wolpaw",Communications of the ACM,2011-05-01,2866,112,"Speech, Language, and Communication BCIs",The brain's electrical signals enable people without muscle control to physically interact with the world.,10.1145/1941487.1941506,,21984822,https://doi.org/10.1145/1941487.1941506,https://www.semanticscholar.org/paper/1ee9f3caf3644668b5e18af20a021770545770c1,https://doi.org/10.1145/1941487.1941506,Computer Science; Engineering; Medicine,False,
2011,2,,2,266.008,citations=1028; influential=114; recognized venue; review/survey; dataset/benchmark; BCI term matches=2; title BCI matches=1; open PDF metadata,c441c937cd08f8e85e530c0eeb875730462607f5,Regularizing Common Spatial Patterns to Improve BCI Designs: Unified Theory and New Algorithms,"F. Lotte, Cuntai Guan",IEEE Transactions on Biomedical Engineering,2011-02-01,1028,114,EEG Signal Processing and Datasets,"One of the most popular feature extraction algorithms for brain-computer interfaces (BCI) is common spatial patterns (CSPs). Despite its known efficiency and widespread use, CSP is also known to be very sensitive to noise and prone to overfitting. To address this issue, it has been recently proposed to regularize CSP. In this paper, we present a simple and unifying theoretical framework to design such a regularized CSP (RCSP). We then present a review of existing RCSP algorithms and describe how to cast them in this framework. We also propose four new RCSP algorithms. Finally, we compare the performances of 11 different RCSP (including the four new ones and the original CSP), on electroencephalography data from 17 subjects, from BCI competition datasets. Results showed that the best RCSP methods can outperform CSP by nearly 10% in median classification accuracy and lead to more neurophysiologically relevant spatial filters. They also enable us to perform efficient subject-to-subject transfer. Overall, the best RCSP algorithms were CSP with Tikhonov regularization and weighted Tikhonov regularization, both proposed in this paper.",10.1109/TBME.2010.2082539,,20889426,https://doi.org/10.1109/TBME.2010.2082539,https://www.semanticscholar.org/paper/c441c937cd08f8e85e530c0eeb875730462607f5,https://hal.inria.fr/inria-00476820/file/tbme10.pdf,Computer Science; Medicine,False,
2011,3,,3,241.974,citations=746; influential=77; recognized venue; BCI term matches=2; title BCI matches=2; open PDF metadata,226ef5e8f58daece22b474ecf69308d87576f36b,Convolutional Neural Networks for P300 Detection with Application to Brain-Computer Interfaces,"H. Cecotti, A. Gräser",IEEE Transactions on Pattern Analysis and Machine Intelligence,2011-03-01,746,77,"SSVEP, P300, and ERP Spellers",,10.1109/TPAMI.2010.125,,20567055,https://doi.org/10.1109/TPAMI.2010.125,https://www.semanticscholar.org/paper/226ef5e8f58daece22b474ecf69308d87576f36b,https://pure.ulster.ac.uk/ws/files/11410302/cecotti_pami.pdf,Computer Science; Medicine,False,
2011,4,,4,229.11,citations=744; influential=43; recognized venue; BCI term matches=3; open PDF metadata,14ee30cabe44a516b888db4cf4736398f85ed464,Automatic Classification of Artifactual ICA-Components for Artifact Removal in EEG Signals,"I. Winkler, S. Haufe, M. Tangermann",Behavioral and Brain Functions,2011-08-02,744,43,Motor Imagery and Movement Decoding,"BackgroundArtifacts contained in EEG recordings hamper both, the visual interpretation by experts as well as the algorithmic processing and analysis (e.g. for Brain-Computer Interfaces (BCI) or for Mental State Monitoring). While hand-optimized selection of source components derived from Independent Component Analysis (ICA) to clean EEG data is widespread, the field could greatly profit from automated solutions based on Machine Learning methods. Existing ICA-based removal strategies depend on explicit recordings of an individual's artifacts or have not been shown to reliably identify muscle artifacts.MethodsWe propose an automatic method for the classification of general artifactual source components. They are estimated by TDSEP, an ICA method that takes temporal correlations into account. The linear classifier is based on an optimized feature subset determined by a Linear Programming Machine (LPM). The subset is composed of features from the frequency-, the spatial- and temporal domain. A subject independent classifier was trained on 640 TDSEP components (reaction time (RT) study, n = 12) that were hand labeled by experts as artifactual or brain sources and tested on 1080 new components of RT data of the same study. Generalization was tested on new data from two studies (auditory Event Related Potential (ERP) paradigm, n = 18; motor imagery BCI paradigm, n = 80) that used data with different channel setups and from new subjects.ResultsBased on six features only, the optimized linear classifier performed on level with the inter-expert disagreement (< 10% Mean Squared Error (MSE)) on the RT data. On data of the auditory ERP study, the same pre-calculated classifier generalized well and achieved 15% MSE. On data of the motor imagery paradigm, we demonstrate that the discriminant information used for BCI is preserved when removing up to 60% of the most artifactual source components.ConclusionsWe propose a universal and efficient classifier of ICA components for the subject independent removal of artifacts from EEG data. Based on linear methods, it is applicable for different electrode placements and supports the introspection of results. Trained on expert ratings of large data sets, it is not restricted to the detection of eye- and muscle artifacts. Its performance and generalization ability is demonstrated on data of different EEG studies.",10.1186/1744-9081-7-30,,21810266,https://doi.org/10.1186/1744-9081-7-30,https://www.semanticscholar.org/paper/14ee30cabe44a516b888db4cf4736398f85ed464,https://behavioralandbrainfunctions.biomedcentral.com/counter/pdf/10.1186/1744-9081-7-30,Computer Science; Engineering; Medicine; Psychology,False,
2011,5,,5,227.784,citations=654; influential=51; recognized venue; BCI term matches=2; open PDF metadata,916bcbcfff6f52dc1f632fc8cd980e86d76ab77e,"EEGLAB, SIFT, NFT, BCILAB, and ERICA: New Tools for Advanced EEG Processing","A. Delorme, T. Mullen, C. Kothe, Z. Acar, Nima Bigdely Shamlo, A. Vankov, et al.",Computational Intelligence and Neuroscience,2011-05-05,654,51,EEG Signal Processing and Datasets,"We describe a set of complementary EEG data collection and processing tools recently developed at the Swartz Center for Computational Neuroscience (SCCN) that connect to and extend the EEGLAB software environment, a freely available and readily extensible processing environment running under Matlab. The new tools include (1) a new and flexible EEGLAB STUDY design facility for framing and performing statistical analyses on data from multiple subjects; (2) a neuroelectromagnetic forward head modeling toolbox (NFT) for building realistic electrical head models from available data; (3) a source information flow toolbox (SIFT) for modeling ongoing or event-related effective connectivity between cortical areas; (4) a BCILAB toolbox for building online brain-computer interface (BCI) models from available data, and (5) an experimental real-time interactive control and analysis (ERICA) environment for real-time production and coordination of interactive, multimodal experiments.",10.1155/2011/130714,,21687590,https://doi.org/10.1155/2011/130714,https://www.semanticscholar.org/paper/916bcbcfff6f52dc1f632fc8cd980e86d76ab77e,https://downloads.hindawi.com/journals/cin/2011/130714.pdf,Computer Science; Engineering; Medicine,False,
2011,6,,6,209.179,citations=584; influential=35; BCI term matches=1; title BCI matches=1; open PDF metadata,48fac6ee86f7cf8788acd2da8155a8dd47aa59fb,Enhanced performance by a hybrid NIRS – EEG brain computer interface,"S. Fazli, J. Mehnert, J. Steinbrink, G. Curio, A. Villringer, K. Müller, et al.",,,584,35,EEG Signal Processing and Datasets,,,,,https://www.semanticscholar.org/paper/48fac6ee86f7cf8788acd2da8155a8dd47aa59fb,https://www.semanticscholar.org/paper/48fac6ee86f7cf8788acd2da8155a8dd47aa59fb,,Computer Science; Engineering; Medicine,False,
2011,7,,7,214.872,citations=578; influential=19; review/survey; clinical/rehab relevance; invasive/high-bandwidth BCI; BCI term matches=2; open PDF metadata,a40d424e3cce380154c1f2b2616372cf1739fe47,Rehabilitation of gait after stroke: a review towards a top-down approach,"J. Belda-Lois, S. Mena-del Horno, I. Bermejo-Bosch, J. Moreno, J. Pons, D. Farina, et al.",Journal of NeuroEngineering and Rehabilitation,2011-12-13,578,19,Motor Imagery and Movement Decoding,"This document provides a review of the techniques and therapies used in gait rehabilitation after stroke. It also examines the possible benefits of including assistive robotic devices and brain-computer interfaces in this field, according to a top-down approach, in which rehabilitation is driven by neural plasticity.The methods reviewed comprise classical gait rehabilitation techniques (neurophysiological and motor learning approaches), functional electrical stimulation (FES), robotic devices, and brain-computer interfaces (BCI).From the analysis of these approaches, we can draw the following conclusions. Regarding classical rehabilitation techniques, there is insufficient evidence to state that a particular approach is more effective in promoting gait recovery than other. Combination of different rehabilitation strategies seems to be more effective than over-ground gait training alone. Robotic devices need further research to show their suitability for walking training and their effects on over-ground gait. The use of FES combined with different walking retraining strategies has shown to result in improvements in hemiplegic gait. Reports on non-invasive BCIs for stroke recovery are limited to the rehabilitation of upper limbs; however, some works suggest that there might be a common mechanism which influences upper and lower limb recovery simultaneously, independently of the limb chosen for the rehabilitation therapy. Functional near infrared spectroscopy (fNIRS) enables researchers to detect signals from specific regions of the cortex during performance of motor activities for the development of future BCIs. Future research would make possible to analyze the impact of rehabilitation on brain plasticity, in order to adapt treatment resources to meet the needs of each patient and to optimize the recovery process.",10.1186/1743-0003-8-66,,22165907,https://doi.org/10.1186/1743-0003-8-66,https://www.semanticscholar.org/paper/a40d424e3cce380154c1f2b2616372cf1739fe47,https://jneuroengrehab.biomedcentral.com/counter/pdf/10.1186/1743-0003-8-66,Engineering; Medicine,False,
2011,8,,8,186.046,citations=524; influential=5; recognized venue; BCI term matches=2; title BCI matches=1; open PDF metadata,13d8d4b8515717fba3b7dbe6cbafa64511140230,Multisubject Learning for Common Spatial Patterns in Motor-Imagery BCI,"D. Devlaminck, B. Wyns, M. Grosse-Wentrup, G. Otte, P. Santens",Computational Intelligence and Neuroscience,2011-10-11,524,5,Motor Imagery and Movement Decoding,"Motor-imagery-based brain-computer interfaces (BCIs) commonly use the common spatial pattern filter (CSP) as preprocessing step before feature extraction and classification. The CSP method is a supervised algorithm and therefore needs subject-specific training data for calibration, which is very time consuming to collect. In order to reduce the amount of calibration data that is needed for a new subject, one can apply multitask (from now on called multisubject) machine learning techniques to the preprocessing phase. Here, the goal of multisubject learning is to learn a spatial filter for a new subject based on its own data and that of other subjects. This paper outlines the details of the multitask CSP algorithm and shows results on two data sets. In certain subjects a clear improvement can be seen, especially when the number of training trials is relatively low.",10.1155/2011/217987,,22007194,https://doi.org/10.1155/2011/217987,https://www.semanticscholar.org/paper/13d8d4b8515717fba3b7dbe6cbafa64511140230,https://downloads.hindawi.com/journals/cin/2011/217987.pdf,Computer Science; Medicine,False,
2011,9,,9,213.205,citations=435; influential=36; recognized venue; BCI term matches=1; title BCI matches=1; open PDF metadata,d038a4fd5c7c8a2763041a0e9392fa31dd0e454b,Optimizing the Channel Selection and Classification Accuracy in EEG-Based BCI,"M. Arvaneh, Cuntai Guan, K. Ang, Hiok Chai Quek",IEEE Transactions on Biomedical Engineering,2011-03-22,435,36,EEG Signal Processing and Datasets,,10.1109/TBME.2011.2131142,,21427014,https://doi.org/10.1109/TBME.2011.2131142,https://www.semanticscholar.org/paper/d038a4fd5c7c8a2763041a0e9392fa31dd0e454b,,Computer Science; Engineering; Medicine,False,
2011,10,,10,195.527,citations=397; influential=26; BCI term matches=1; title BCI matches=1; open PDF metadata,b25491d86a397b7a2b24394516bdc0bc93707116,Brain-Computer Interfaces Using Electrocorticographic Signals,"G. Schalk, E. Leuthardt",IEEE Reviews in Biomedical Engineering,2011-10-17,397,26,General BCI Methods and Systems,,10.1109/RBME.2011.2172408,,22273796,https://doi.org/10.1109/RBME.2011.2172408,https://www.semanticscholar.org/paper/b25491d86a397b7a2b24394516bdc0bc93707116,,Computer Science; Engineering; Medicine; Psychology,False,
